Div,HomeTeam,AwayTeam,FTHG,FTAG
E0,Arsenal,Sunderland,0,0
E0,Fulham,Norwich,5,0
E0,Newcastle,Tottenham,2,1
E0,QPR,Swansea,0,5
E0,Reading,Stoke,1,1
E0,West Brom,Liverpool,3,0
E0,West Ham,Aston Villa,1,0
E0,Man City,Southampton,3,2
E0,Wigan,Chelsea,0,2
E0,Everton,Man United,1,0
E0,Chelsea,Reading,4,2
E0,Aston Villa,Everton,1,3
E0,Chelsea,Newcastle,2,0
E0,Man United,Fulham,3,2
E0,Norwich,QPR,1,1
E0,Southampton,Wigan,0,2
E0,Swansea,West Ham,3,0
E0,Tottenham,West Brom,1,1
E0,Liverpool,Man City,2,2
E0,Stoke,Arsenal,0,0
E0,Man City,QPR,3,1
E0,Swansea,Sunderland,2,2
E0,Tottenham,Norwich,1,1
E0,West Brom,Everton,2,0
E0,West Ham,Fulham,3,0
E0,Wigan,Stoke,2,2
E0,Liverpool,Arsenal,0,2
E0,Newcastle,Aston Villa,1,1
E0,Southampton,Man United,2,3
E0,Arsenal,Southampton,6,1
E0,Aston Villa,Swansea,2,0
E0,Fulham,West Brom,3,0
E0,Man United,Wigan,4,0
E0,Norwich,West Ham,0,0
E0,QPR,Chelsea,0,0
E0,Stoke,Man City,1,1
E0,Sunderland,Liverpool,1,1
E0,Reading,Tottenham,1,3
E0,Everton,Newcastle,2,2
E0,Chelsea,Stoke,1,0
E0,Southampton,Aston Villa,4,1
E0,Swansea,Everton,0,3
E0,West Brom,Reading,1,0
E0,West Ham,Sunderland,1,1
E0,Wigan,Fulham,1,2
E0,Liverpool,Man United,1,2
E0,Man City,Arsenal,1,1
E0,Newcastle,Norwich,1,0
E0,Tottenham,QPR,2,1
E0,Arsenal,Chelsea,1,2
E0,Everton,Southampton,3,1
E0,Fulham,Man City,1,2
E0,Man United,Tottenham,2,3
E0,Norwich,Liverpool,2,5
E0,Reading,Newcastle,2,2
E0,Stoke,Swansea,2,0
E0,Sunderland,Wigan,1,0
E0,Aston Villa,West Brom,1,1
E0,QPR,West Ham,1,2
E0,Chelsea,Norwich,4,1
E0,Man City,Sunderland,3,0
