Div,HomeTeam,AwayTeam,FTHG,FTAG
E0,Charlton,Everton,1,2
E0,Derby,Blackburn,2,1
E0,Leeds,Southampton,2,0
E0,Leicester,Bolton,0,5
E0,Liverpool,West Ham,2,1
E0,Middlesbrough,Arsenal,0,4
E0,Sunderland,Ipswich,1,0
E0,Tottenham,Aston Villa,0,0
E0,Chelsea,Newcastle,1,1
E0,Man United,Fulham,3,2
E0,Everton,Tottenham,1,1
E0,Arsenal,Leeds,1,2
E0,Bolton,Middlesbrough,1,0
E0,Ipswich,Derby,3,1
E0,Blackburn,Man United,2,2
E0,Fulham,Sunderland,2,0
E0,Arsenal,Leicester,4,0
E0,Blackburn,Tottenham,2,1
E0,Everton,Middlesbrough,2,0
E0,Fulham,Derby,0,0
E0,Ipswich,Charlton,0,1
E0,Southampton,Chelsea,0,2
E0,West Ham,Leeds,0,0
E0,Aston Villa,Man United,1,1
E0,Newcastle,Sunderland,1,1
E0,Bolton,Liverpool,2,1
E0,Chelsea,Arsenal,1,1
E0,Derby,West Ham,0,0
E0,Leeds,Bolton,0,0
E0,Leicester,Ipswich,1,1
E0,Liverpool,Aston Villa,1,3
E0,Man United,Everton,4,1
E0,Middlesbrough,Newcastle,1,4
E0,Sunderland,Blackburn,1,0
E0,Charlton,Fulham,1,1
E0,Tottenham,Southampton,2,0
E0,Bolton,Southampton,0,1
E0,Derby,Leicester,2,3
E0,Everton,Liverpool,1,3
E0,Fulham,Arsenal,1,3
E0,Middlesbrough,West Ham,2,0
E0,Newcastle,Man United,4,3
E0,Aston Villa,Sunderland,0,0
E0,Charlton,Leeds,0,2
E0,Ipswich,Blackburn,1,1
E0,Tottenham,Chelsea,2,3
E0,Leicester,Middlesbrough,1,2
E0,Blackburn,Bolton,1,1
E0,Sunderland,Tottenham,1,2
E0,Arsenal,Bolton,1,1
E0,Blackburn,Everton,1,0
E0,Leicester,Fulham,0,0
E0,Liverpool,Tottenham,1,0
E0,Man United,Ipswich,4,0
E0,Sunderland,Charlton,2,2
E0,Chelsea,Middlesbrough,2,2
E0,Leeds,Derby,3,0
E0,West Ham,Newcastle,3,0
E0,Southampton,Aston Villa,1,3
E0,Newcastle,Leicester,1,0
E0,Bolton,Sunderland,0,2
E0,Charlton,Leicester,2,0
E0,Derby,Arsenal,0,2
E0,Everton,West Ham,5,0
E0,Middlesbrough,Southampton,1,3
E0,Tottenham,Man United,3,5
E0,Aston Villa,Blackburn,2,0
E0,Fulham,Chelsea,1,1
E0,Ipswich,Leeds,1,2
E0,Newcastle,Liverpool,0,2
E0,Bolton,Newcastle,0,4
E0,Charlton,Middlesbrough,0,0
E0,Chelsea,Leicester,2,0
E0,Ipswich,Everton,0,0
E0,Liverpool,Leeds,1,1
E0,Southampton,Arsenal,0,2
E0,Sunderland,Man United,1,3
E0,Aston Villa,Fulham,2,0
E0,Blackburn,West Ham,7,1
E0,Tottenham,Derby,3,1
E0,Arsenal,Blackburn,3,3
E0,Derby,Charlton,1,1
E0,Everton,Aston Villa,3,2
E0,Leicester,Liverpool,1,4
E0,Man United,Bolton,1,2
E0,West Ham,Southampton,2,0
E0,Fulham,Ipswich,1,1
E0,Leeds,Chelsea,0,0
E0,Newcastle,Tottenham,0,2
E0,Middlesbrough,Sunderland,2,0
E0,Aston Villa,Charlton,1,0
E0,Southampton,Ipswich,3,3
E0,West Ham,Chelsea,2,1
E0,Aston Villa,Bolton,3,2
E0,Charlton,Liverpool,0,2
E0,Everton,Newcastle,1,3
E0,Fulham,Southampton,2,1
E0,Man United,Leeds,1,1
E0,Sunderland,Arsenal,1,1
E0,Tottenham,Middlesbrough,2,1
E0,Derby,Chelsea,1,1
E0,Ipswich,West Ham,2,3
E0,Blackburn,Leicester,0,0
E0,Bolton,Everton,2,2
E0,Leicester,Sunderland,1,0
E0,Middlesbrough,Derby,5,1
E0,Newcastle,Aston Villa,3,0
E0,Southampton,Blackburn,1,2
E0,West Ham,Fulham,0,2
E0,Arsenal,Charlton,2,4
E0,Chelsea,Ipswich,2,1
E0,Leeds,Tottenham,2,1
E0,Liverpool,Man United,3,1
E0,Aston Villa,Middlesbrough,0,0
E0,Blackburn,Liverpool,1,1
E0,Derby,Southampton,1,0
E0,Fulham,Newcastle,3,1
E0,Man United,Leicester,2,0
E0,Tottenham,Arsenal,1,1
E0,Everton,Chelsea,0,0
E0,Ipswich,Bolton,1,2
E0,Sunderland,Leeds,2,0
E0,Charlton,West Ham,4,4
E0,Bolton,Fulham,0,0
E0,Chelsea,Blackburn,0,0
E0,Leicester,Everton,0,0
E0,Newcastle,Derby,1,0
E0,Southampton,Charlton,1,0
E0,West Ham,Tottenham,0,1
E0,Arsenal,Man United,3,1
E0,Leeds,Aston Villa,1,1
E0,Liverpool,Sunderland,1,0
E0,Middlesbrough,Ipswich,0,0
E0,Aston Villa,Leicester,0,2
E0,Blackburn,Middlesbrough,0,1
E0,Charlton,Newcastle,1,1
E0,Derby,Liverpool,0,1
