Div,HomeTeam,AwayTeam,FTHG,FTAG
E0,Arsenal,West Brom,1,0
E0,Bolton,Stoke,3,1
E0,Everton,Blackburn,2,3
E0,Hull,Fulham,2,1
E0,Middlesbrough,Tottenham,2,1
E0,Sunderland,Liverpool,0,1
E0,West Ham,Wigan,2,1
E0,Aston Villa,Man City,4,2
E0,Chelsea,Portsmouth,4,0
E0,Man United,Newcastle,1,1
E0,Blackburn,Hull,1,1
E0,Fulham,Arsenal,1,0
E0,Liverpool,Middlesbrough,2,1
E0,Newcastle,Bolton,1,0
E0,Stoke,Aston Villa,3,2
E0,Tottenham,Sunderland,1,2
E0,West Brom,Everton,1,2
E0,Man City,West Ham,3,0
E0,Wigan,Chelsea,0,1
E0,Portsmouth,Man United,0,1
E0,Arsenal,Newcastle,3,0
E0,Bolton,West Brom,0,0
E0,Everton,Portsmouth,0,3
E0,Hull,Wigan,0,5
E0,Middlesbrough,Stoke,2,1
E0,West Ham,Blackburn,4,1
E0,Aston Villa,Liverpool,0,0
E0,Chelsea,Tottenham,1,1
E0,Sunderland,Man City,0,3
E0,Blackburn,Arsenal,0,4
E0,Fulham,Bolton,2,1
E0,Liverpool,Man United,2,1
E0,Man City,Chelsea,1,3
E0,Newcastle,Hull,1,2
E0,Portsmouth,Middlesbrough,2,1
E0,West Brom,West Ham,3,2
E0,Wigan,Sunderland,1,1
E0,Stoke,Everton,2,3
E0,Tottenham,Aston Villa,1,2
E0,Blackburn,Fulham,1,0
E0,Bolton,Arsenal,1,3
E0,Liverpool,Stoke,0,0
E0,Sunderland,Middlesbrough,2,0
E0,West Ham,Newcastle,3,1
E0,Chelsea,Man United,1,1
E0,Hull,Everton,2,2
E0,Man City,Portsmouth,6,0
E0,Tottenham,Wigan,0,0
E0,West Brom,Aston Villa,1,2
E0,Arsenal,Hull,1,2
E0,Aston Villa,Sunderland,2,1
E0,Everton,Liverpool,0,2
E0,Fulham,West Ham,1,2
E0,Man United,Bolton,2,0
E0,Middlesbrough,West Brom,0,1
E0,Newcastle,Blackburn,1,2
E0,Stoke,Chelsea,0,2
E0,Portsmouth,Tottenham,2,0
E0,Wigan,Man City,2,1
E0,Blackburn,Man United,0,2
E0,Sunderland,Arsenal,1,1
E0,West Brom,Fulham,1,0
E0,Wigan,Middlesbrough,0,1
E0,Chelsea,Aston Villa,2,0
E0,Everton,Newcastle,2,2
E0,Man City,Liverpool,2,3
E0,Portsmouth,Stoke,2,1
E0,Tottenham,Hull,0,1
E0,West Ham,Bolton,1,3
E0,Arsenal,Everton,3,1
E0,Aston Villa,Portsmouth,0,0
E0,Bolton,Blackburn,0,0
E0,Fulham,Sunderland,0,0
E0,Liverpool,Wigan,3,2
E0,Man United,West Brom,4,0
E0,Middlesbrough,Chelsea,0,5
E0,Hull,West Ham,1,0
E0,Stoke,Tottenham,2,1
E0,Newcastle,Man City,2,2
E0,Blackburn,Middlesbrough,1,1
E0,Everton,Man United,1,1
E0,Sunderland,Newcastle,2,1
E0,West Brom,Hull,0,3
E0,Chelsea,Liverpool,0,1
E0,Man City,Stoke,3,0
E0,Portsmouth,Fulham,1,1
E0,Tottenham,Bolton,2,0
E0,West Ham,Arsenal,0,2
E0,Wigan,Aston Villa,0,4
E0,Newcastle,West Brom,2,1
E0,Arsenal,Tottenham,4,4
E0,Aston Villa,Blackburn,3,2
E0,Bolton,Everton,0,1
E0,Fulham,Wigan,2,0
E0,Hull,Chelsea,0,3
E0,Liverpool,Portsmouth,1,0
E0,Man United,West Ham,2,0
E0,Middlesbrough,Man City,2,0
E0,Stoke,Sunderland,1,0
E0,Chelsea,Sunderland,5,0
E0,Everton,Fulham,1,0
E0,Man United,Hull,4,3
E0,Middlesbrough,West Ham,1,1
E0,Portsmouth,Wigan,1,2
E0,Stoke,Arsenal,2,1
E0,Tottenham,Liverpool,2,1
E0,West Brom,Blackburn,2,2
E0,Bolton,Man City,2,0
E0,Newcastle,Aston Villa,2,0
E0,Arsenal,Man United,2,1
E0,Hull,Bolton,0,1
E0,Liverpool,West Brom,3,0
E0,Sunderland,Portsmouth,1,2
E0,West Ham,Everton,1,3
E0,Wigan,Stoke,0,0
E0,Aston Villa,Middlesbrough,1,2
E0,Blackburn,Chelsea,0,2
E0,Fulham,Newcastle,2,1
E0,Man City,Tottenham,1,2
E0,Arsenal,Aston Villa,0,2
E0,Blackburn,Sunderland,1,2
E0,Bolton,Liverpool,0,2
E0,Fulham,Tottenham,2,1
E0,Man United,Stoke,5,0
E0,Newcastle,Wigan,2,2
E0,West Brom,Chelsea,0,3
E0,West Ham,Portsmouth,0,0
E0,Everton,Middlesbrough,1,1
E0,Hull,Man City,2,2
E0,Aston Villa,Man United,0,0
E0,Chelsea,Newcastle,0,0
E0,Liverpool,Fulham,0,0
E0,Man City,Arsenal,3,0
E0,Middlesbrough,Bolton,1,3
E0,Portsmouth,Hull,2,2
E0,Stoke,West Brom,1,0
E0,Sunderland,West Ham,0,1
E0,Tottenham,Blackburn,1,0
E0,Wigan,Everton,1,0
E0,Aston Villa,Fulham,0,0
E0,Middlesbrough,Newcastle,0,0
E0,Stoke,Hull,1,1
E0,Sunderland,Bolton,1,4
E0,Wigan,West Brom,2,1
E0,Chelsea,Arsenal,1,2
E0,Man City,Man United,0,1
E0,Portsmouth,Blackburn,3,2
E0,Tottenham,Everton,0,1
E0,Liverpool,West Ham,0,0
E0,Arsenal,Wigan,1,0
E0,Blackburn,Liverpool,1,3
E0,Bolton,Chelsea,0,2
E0,Fulham,Man City,1,1
E0,Hull,Middlesbrough,2,1
E0,Man United,Sunderland,1,0
E0,Newcastle,Stoke,2,2
E0,Everton,Aston Villa,2,3
E0,West Brom,Portsmouth,1,1
E0,West Ham,Tottenham,0,2
E0,Aston Villa,Bolton,4,2
E0,Liverpool,Hull,2,2
E0,Man City,Everton,0,1
E0,Middlesbrough,Arsenal,1,1
E0,Stoke,Fulham,0,0
E0,Sunderland,West Brom,4,0
E0,Tottenham,Man United,0,0
