Div,HomeTeam,AwayTeam,FTHG,FTAG
E0,Aston Villa,Man United,3,1
E0,Blackburn,QPR,1,0
E0,Chelsea,Everton,0,0
E0,Liverpool,Sheffield Wednesday,1,0
E0,Man City,Tottenham,1,1
E0,Newcastle,Coventry,3,0
E0,Southampton,Nottingham Forest,3,4
E0,West Ham,Leeds,1,2
E0,Wimbledon,Bolton,3,2
E0,Arsenal,Middlesbrough,1,1
E0,Leeds,Liverpool,1,0
E0,Bolton,Newcastle,1,3
E0,Coventry,Man City,2,1
E0,Everton,Arsenal,0,2
E0,Man United,West Ham,2,1
E0,Nottingham Forest,Chelsea,0,0
E0,QPR,Wimbledon,0,3
E0,Sheffield Wednesday,Blackburn,2,1
E0,Tottenham,Aston Villa,0,1
E0,Bolton,Blackburn,2,1
E0,Coventry,Arsenal,0,0
E0,Everton,Southampton,2,0
E0,Leeds,Aston Villa,2,0
E0,Man United,Wimbledon,3,1
E0,Middlesbrough,Chelsea,2,0
E0,Nottingham Forest,West Ham,1,1
E0,QPR,Man City,1,0
E0,Tottenham,Liverpool,1,3
E0,Sheffield Wednesday,Newcastle,0,2
E0,Blackburn,Man United,1,2
E0,Arsenal,Nottingham Forest,1,1
E0,Aston Villa,Bolton,1,0
E0,Chelsea,Coventry,2,2
E0,Liverpool,QPR,1,0
E0,Man City,Everton,0,2
E0,Newcastle,Middlesbrough,1,0
E0,Southampton,Leeds,1,1
E0,West Ham,Tottenham,1,1
E0,Wimbledon,Sheffield Wednesday,2,2
E0,Blackburn,Aston Villa,1,1
E0,Bolton,Middlesbrough,1,1
E0,Coventry,Nottingham Forest,1,1
E0,Everton,Man United,2,3
E0,QPR,Sheffield Wednesday,0,3
E0,Southampton,Newcastle,1,0
E0,Tottenham,Leeds,2,1
E0,Wimbledon,Liverpool,1,0
E0,Man City,Arsenal,0,1
E0,West Ham,Chelsea,1,3
E0,Middlesbrough,Southampton,0,0
E0,Arsenal,West Ham,1,0
E0,Aston Villa,Wimbledon,2,0
E0,Chelsea,Southampton,3,0
E0,Leeds,QPR,1,3
E0,Liverpool,Blackburn,3,0
E0,Man United,Bolton,3,0
E0,Middlesbrough,Coventry,2,1
E0,Newcastle,Man City,3,1
E0,Sheffield Wednesday,Tottenham,1,3
E0,Nottingham Forest,Everton,3,2
E0,Arsenal,Southampton,4,2
E0,Aston Villa,Nottingham Forest,1,1
E0,Blackburn,Coventry,5,1
